source_repo,source_commit,path,category,review_phase,priority,review_status,assimilation_decision,pqts_target,license_boundary,size_bytes,line_count,sha256,notes
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/api_server/ui/favicon.ico,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,126794,47,9a314f7597f396bc106a75fd95e612db56f366e123cdae5542e5a0798ae9a65b,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/api_server/ui/installed/.gitkeep,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/api_server/uvicorn_threaded.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,2091,64,e0637737b29a210a40248fbc5b5a87e88727aedcb8fbbd12b70f60287b34f591,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/api_server/web_ui.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,1838,55,55267cd52f03834ddf1aa51b0d309078400f63b02f09c92e27c57c081c70598c,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/api_server/webserver.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,11470,330,e2b536c8a240f831b85da3386c10841f84d74dbaf20df79e62c181d017862808,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/api_server/webserver_bgwork.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,1206,49,26d6a197e1fc41e285efcbc415b531763d5228ce33e39dca3e6506322b1fd76e,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/api_server/ws/__init__.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,422,6,66830d78edf1b0d2a6041e96f02cf846e72796a20677879d5432c9fddbf3e3e7,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/api_server/ws/channel.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,7459,240,77ae25e3ee8eee10e00ffe2b289d8d988f5c41327cc5a938c2a8ed679ae8c2c4,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/api_server/ws/message_stream.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,899,32,921d6c77f868502992a90ea091c70acc1de6b3490bdf1aac1dcd1c4de83e3718,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/api_server/ws/proxy.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,2276,73,3b24315969ce49b6567ff85a635cfb0a9c10d14e574170b2c012e880c6216893,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/api_server/ws/serializer.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,1625,57,5e1885756fc8abc158bf813c14125661fa29b6914510c43c6e96e0abf87d3cb9,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/api_server/ws/ws_types.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,252,8,415c5305a6882cdd0664465f808b7842954237a10b7073adef15cc484f4e81b6,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/api_server/ws_schemas.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,1855,73,5574aac2abb11a1f70696a27acb0a213ca40f6fa1e9198e21adbf3ac134f5dfe,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/discord.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,2067,61,9f816b86f3ebb9e9434ce24a0b44f7a988b39c2eca46e2bf760f8ca34b662eef,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/external_message_consumer.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,14301,393,d8c43c11ad9902f80e5857dd0f57d0d7f5b92f0f8c008628cb685cc1c7052192,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/fiat_convert.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,6981,190,d9166d692c27477d35590c0f50a3365be8fb9a9a423d98551652d5ca905c56ea,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/rpc.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,74247,1828,88a120f2484411d2853b9dfed6ae0bfae06fd679cbd39ed5bbc4501eedf39735,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/rpc_manager.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,5478,144,c60e2178ace29ec3efaad057a30b75adaa057a74cd250f34b8bb09d02527d1fe,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/rpc_types.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,3181,139,4f63a98f670d4872649baabeed5d00fa0e28897ca60141b1f02eb6806731c38c,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/telegram.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,93012,2285,bad059b9cb3aff706b6a503d376dc2335e138194f7e968cc971835548213cb24,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/rpc/webhook.py,ops_control_surface,P2,medium,unreviewed,pending,services/api + apps/web + scripts ops commands,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,5388,148,98f911633226f2a2cb830889978e73dff225d6a64dcae469ab202474f7e0209e,Study control-plane UX and command surfaces; preserve PQTS approval gates.
freqtrade/freqtrade,e00a1fd28c03,freqtrade/data/btanalysis/__init__.py,persistence_analysis,P2,medium,unreviewed,pending,src/analytics + src/execution/order_ledger.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,834,30,af46b06480b19fa40cccc5aec734e807b1ce840a2d3e1ec5495442d555278c99,"Study analysis persistence, not execution-ledger replacement."
freqtrade/freqtrade,e00a1fd28c03,freqtrade/data/btanalysis/bt_fileutils.py,persistence_analysis,P2,medium,unreviewed,pending,src/analytics + src/execution/order_ledger.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,21678,604,1dfe559ce76db1d9e66f545c9d7616a66ba0ba4c808f419a9267d9438301aa99,"Study analysis persistence, not execution-ledger replacement."
freqtrade/freqtrade,e00a1fd28c03,freqtrade/data/btanalysis/historic_precision.py,persistence_analysis,P2,medium,unreviewed,pending,src/analytics + src/execution/order_ledger.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,1316,31,eb8c134741bf4de3fd855d9b727cd9b8a9856490f0fb4485d216f2156b32226f,"Study analysis persistence, not execution-ledger replacement."
freqtrade/freqtrade,e00a1fd28c03,freqtrade/data/btanalysis/trade_parallelism.py,persistence_analysis,P2,medium,unreviewed,pending,src/analytics + src/execution/order_ledger.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,6844,158,4f2efd36a7d9481382febe0bbddba3de5b88427960a74b39169a20fa5178f73c,"Study analysis persistence, not execution-ledger replacement."
freqtrade/freqtrade,e00a1fd28c03,freqtrade/persistence/__init__.py,persistence_analysis,P2,medium,unreviewed,pending,src/analytics + src/execution/order_ledger.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,533,13,2b79c2d16a202cfa19739931a4cdec9711a573e088cdfb8516c378a730c5da8d,"Study analysis persistence, not execution-ledger replacement."
freqtrade/freqtrade,e00a1fd28c03,freqtrade/persistence/base.py,persistence_analysis,P2,medium,unreviewed,pending,src/analytics + src/execution/order_ledger.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,153,8,2b26abdffc7e139d7dc2a28d0555303b388e66a2ddd50bc92400fa5ff1dbd152,"Study analysis persistence, not execution-ledger replacement."
freqtrade/freqtrade,e00a1fd28c03,freqtrade/persistence/custom_data.py,persistence_analysis,P2,medium,unreviewed,pending,src/analytics + src/execution/order_ledger.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,6625,182,d9a24c42ed2ce4b84a7764172363675b39d55030826a6e02a157c13e6dfb4efc,"Study analysis persistence, not execution-ledger replacement."
freqtrade/freqtrade,e00a1fd28c03,freqtrade/persistence/db_migration.py,persistence_analysis,P2,medium,unreviewed,pending,src/analytics + src/execution/order_ledger.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,2730,81,02bbdb599f44cdce9e68b1d023e08fdebbbad8b476db19e795fd4f58784150a9,"Study analysis persistence, not execution-ledger replacement."
freqtrade/freqtrade,e00a1fd28c03,freqtrade/persistence/key_value_store.py,persistence_analysis,P2,medium,unreviewed,pending,src/analytics + src/execution/order_ledger.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,6864,214,b377fc0ab414bdc05f7989cd8c77460d6b106ad54eb5c808bbc5f2a64eb8cf41,"Study analysis persistence, not execution-ledger replacement."
freqtrade/freqtrade,e00a1fd28c03,freqtrade/persistence/migrations.py,persistence_analysis,P2,medium,unreviewed,pending,src/analytics + src/execution/order_ledger.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,20390,482,cc105b2892fe0ac5cd54644cf8116335e19f90dac0182609c49ad84079ef20ef,"Study analysis persistence, not execution-ledger replacement."
freqtrade/freqtrade,e00a1fd28c03,freqtrade/persistence/models.py,persistence_analysis,P2,medium,unreviewed,pending,src/analytics + src/execution/order_ledger.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,3815,118,729d261a8927f96dec2700f2f1f1dd16f2f91d43f880c30f48fb0a8d15c38bdf,"Study analysis persistence, not execution-ledger replacement."
freqtrade/freqtrade,e00a1fd28c03,freqtrade/persistence/pairlock.py,persistence_analysis,P2,medium,unreviewed,pending,src/analytics + src/execution/order_ledger.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,3220,83,75a13d4f691d51a51123dc56e3517d9711cc2afe538defad12f2605ec366a025,"Study analysis persistence, not execution-ledger replacement."
freqtrade/freqtrade,e00a1fd28c03,freqtrade/persistence/pairlock_middleware.py,persistence_analysis,P2,medium,unreviewed,pending,src/analytics + src/execution/order_ledger.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,6902,200,e2664cf4480bcbdf4c242eed5b299d93add8becb74b207c1098fd986bf8057c1,"Study analysis persistence, not execution-ledger replacement."
freqtrade/freqtrade,e00a1fd28c03,freqtrade/persistence/trade_model.py,persistence_analysis,P2,medium,unreviewed,pending,src/analytics + src/execution/order_ledger.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,85768,2161,79aeec95115e1687662eb5beda90e970471915c2ddd4e2d58d60e3fdf3bf79d1,"Study analysis persistence, not execution-ledger replacement."
freqtrade/freqtrade,e00a1fd28c03,freqtrade/persistence/usedb_context.py,persistence_analysis,P2,medium,unreviewed,pending,src/analytics + src/execution/order_ledger.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,967,35,526653b523ef84f837c39662ebd9bfaf4fea827e11058f4103d1afbc1a968599,"Study analysis persistence, not execution-ledger replacement."
freqtrade/freqtrade,e00a1fd28c03,freqtrade/persistence/wallet_history.py,persistence_analysis,P2,medium,unreviewed,pending,src/analytics + src/execution/order_ledger.py,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,2083,50,5973dbb7aa483015034b3a04a083b6b8ec553066d89bb23239b2315cf875d0a5,"Study analysis persistence, not execution-ledger replacement."
freqtrade/freqtrade,e00a1fd28c03,tests/__init__.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/commands/__init__.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/commands/test_build_config.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,4230,121,2d9bc0d4c4b3a39ce73ac0015a8fa40e0953cc8b730492a3ac72b4ef5f1e8f7c,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/commands/test_commands.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,61865,2113,5fb0de694efc1f0eed6bb9a3e5d67736f9f511db7e359cc39c7648efd1948d9c,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/commands/test_startup_time.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,539,20,ca4ab9cc422c3f57b4036e0bf853030fc0ae65f8300d0161810b507bd4d9de86,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/config_test_comments.json,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,3482,129,76684b4f4b04b5110ac798aca784affce3956f3b736ab744216309df68e776e7,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/conftest.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,106235,3459,a52b6905e65674d3d00b055a813721eb407f156eeec26e1dbfe32c04fd62b713,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/conftest_trades.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,13910,511,629f5de2e43fa0774f3792a7b576062aed5a2125329e67250129edecc567fe76,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/conftest_trades_usdt.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,10155,388,b14afcabcff9c05b7ef33a02e113992ee72787c6b5fb90ecaafefbaa807ff7b3,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/data/__init__.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/data/test_btanalysis.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,11719,310,6ed48efb97820e084aae368d2715e0218a8c4e8633be856dbdc39d97d1a428e6,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/data/test_converter.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,24872,668,4d43a4b5c651856d6c755770e3bddcdff127479e4019ef86d184a4f854923a70,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/data/test_converter_orderflow.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,20753,605,155865e41ad9b76fab4ff7bba9e5e8ad7cae85aaefdb3422fe8e03c0ca17c863,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/data/test_datahandler.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,22381,615,c13a2ca9cc7f49fc05795e77981b5559a86d28d4853659f0c3fa64e54f29482d,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/data/test_dataprovider.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,25339,678,6e4bc4b82549405c1c04cbadf0450b672213a05867e1e8e2a72a26b10b1f66a8,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/data/test_download_data.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,4438,117,f0a5fd5918eba15fdf714c3da7df8d14cc92aa7164354298a91297df7d82fec4,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/data/test_entryexitanalysis.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,17905,562,6cd78559229271ecc54d76fbbf46883d50a44b929ac1cf625d8a979595d6bd43,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/data/test_historic_precision.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,8693,272,da3682ffbc977ef6536fc776b0ab2a53788bb259f3471f85dd4e108de3d7b91b,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/data/test_history.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,35493,1003,7bfc86773fc15914d3262835e171c5c73ec8216f0a3f4e7c8192eb3d04ff8e18,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/data/test_metrics.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,19461,567,de5a8181b2d78eebc6b55465e2a5673934a3f0fba34f057dfb57e2ff2b730381,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/data/test_trade_converter_kraken.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,2431,62,3fe4798797c498767612879fc4d679a277fe1195e187a2f60a80c929d68e1e98,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/data/test_trade_parallelism.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,8126,210,7cbfcd2fb992a710cfacc5c4d9ca0f198ff7ab8f899b2eff5cd7eca8ff0e994a,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange/__init__.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange/test_binance.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,40305,1205,51d5352ff8bd7729187c164b9da871375f5fcbe9cffe889d903faa8ecfb93c26,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange/test_binance_public_data.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,16216,496,6970ab71210eae60714ea198329c5c42bf819d130dbb7e291483d88f1fb14764,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange/test_bitget.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,11163,271,5bc30ca3f74df90e10aace7aae26a206b9651344c44f8371d9665693c16c9c9a,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange/test_bitpanda.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,2012,54,aaf36c6216af4aff1be0cfe2bcb04482dc05eb88405972e56440d3de5a6915f9,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange/test_bybit.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,9547,257,b9abd0f9e738c2abb4894cf9466264d07cd03dbbe68b7529b5b9fa9e6aa4ec06,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange/test_exchange.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,254513,6828,19e80a4755e99a548ee15409d019740f3036a49867ec88de4e000397bf3eacdf,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange/test_exchange_utils.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,16111,428,e41eb0162362c5e485bab494e8feb762962a4d9f8e4f07e8f5ba9d42fa1ed815,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange/test_exchange_ws.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,15745,451,174cedc8118451d964710a11e0fa0472ef69900380fb3ae45f4cae0be2a999a0,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange/test_gate.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,4083,119,a176acf967b5042cfacff1f38492c6336af132f208c1d25eb033a45dd903aac7,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange/test_htx.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,4823,141,635de8864b759347cd7ec37f0083e6959a066e599ec97212e5ba594630b2bf06,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange/test_hyperliquid.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,32351,910,8dc73e438665a087d81216fbfd29eb149382ec2d5efdcadb7602231bf528795b,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange/test_kraken.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,9700,291,ba7645e7686582ff20b50c067388b8b2caf9871705a977a83f10724f4ea5727c,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange/test_krakenfutures.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,33974,910,9d799deed07c050969430bf8d6422d9a0260cc31fccc9547513f23c7a80563c5,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange/test_kucoin.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,6357,177,e3410304f020cb78e117c03a1219d7c7da4cbb30f56ae1fc1efbe2c02e362d07,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange/test_okx.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,28620,749,35c450b9d57bfb6298d512ad4960c3dbd515c560bae92fcd724050ffdb5dd2c7,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange_online/__init__.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange_online/conftest.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,29730,803,60ab31f6be0a1112ef6b80aa38b1973c6882504d1bb69264761f79e1f66790a8,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange_online/test_ccxt_compat.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,29054,618,77b3516be02bba27b338de8f136553064e987cf113c1a67d78323e4eb6f6ae93,"Use as behavioral coverage inspiration, not as copied fixtures."
freqtrade/freqtrade,e00a1fd28c03,tests/exchange_online/test_ccxt_ws_compat.py,test_suite,P2,medium,unreviewed,pending,tests,GPL-3.0 study-only: do not copy source into PQTS without explicit license decision.,2486,69,8db7ee558cb7274edf388a8e4d3ac8e2e7418b24e62ef9a25f03afc18ef27bdf,"Use as behavioral coverage inspiration, not as copied fixtures."
